"participant","condition","order","trial","response","initial","final","difference","index","image"
35,"prediction","7",21,9,16,12,3,3,"trial_21_diff_4_index_3"
35,"prediction","41",22,7,17,13,3,4,"trial_22_diff_4_index_4"
35,"prediction","39",23,18,19,15,3,5,"trial_23_diff_4_index_5"
35,"prediction","30",24,19,20,16,3,6,"trial_24_diff_4_index_6"
35,"prediction","23",25,4,9,4,4,1,"trial_25_diff_5_index_1"
35,"prediction","6",26,8,14,9,4,2,"trial_26_diff_5_index_2"
35,"prediction","24",27,10,14,9,4,3,"trial_27_diff_5_index_3"
35,"prediction","36",28,2,15,10,4,4,"trial_28_diff_5_index_4"
35,"prediction","37",29,7,15,10,4,5,"trial_29_diff_5_index_5"
35,"prediction","21",30,2,17,12,4,6,"trial_30_diff_5_index_6"
35,"prediction","38",31,8,14,8,5,1,"trial_31_diff_6_index_1"
35,"prediction","11",32,5,14,8,5,2,"trial_32_diff_6_index_2"
35,"prediction","20",33,5,15,9,5,3,"trial_33_diff_6_index_3"
35,"prediction","40",34,15,16,10,5,4,"trial_34_diff_6_index_4"
35,"prediction","33",35,6,18,12,5,5,"trial_35_diff_6_index_5"
35,"prediction","18",36,9,19,13,5,6,"trial_36_diff_6_index_6"
35,"prediction","31",37,4,14,7,6,1,"trial_37_diff_7_index_1"
35,"prediction","25",38,1,14,7,6,2,"trial_38_diff_7_index_2"
35,"prediction","3",39,10,15,8,6,3,"trial_39_diff_7_index_3"
35,"prediction","26",40,2,16,9,6,4,"trial_40_diff_7_index_4"
35,"prediction","9",41,1,16,9,6,5,"trial_41_diff_7_index_5"
35,"prediction","35",42,9,16,9,6,6,"trial_42_diff_7_index_6"
36,"responsibility","3",1,13,8,7,0,1,"trial_1_diff_1_index_1"
36,"responsibility","4",2,9,8,7,0,2,"trial_2_diff_1_index_2"
36,"responsibility","8",3,7,9,8,0,3,"trial_3_diff_1_index_3"
36,"responsibility","7",4,19,10,9,0,4,"trial_4_diff_1_index_4"
36,"responsibility","25",5,9,13,12,0,5,"trial_5_diff_1_index_5"
36,"responsibility","5",6,47,13,12,0,6,"trial_6_diff_1_index_6"
36,"responsibility","10",7,89,7,5,1,1,"trial_7_diff_2_index_1"
36,"responsibility","22",8,42,8,6,1,2,"trial_8_diff_2_index_2"
36,"responsibility","26",9,63,10,8,1,3,"trial_9_diff_2_index_3"
36,"responsibility","39",10,28,12,10,1,4,"trial_10_diff_2_index_4"
36,"responsibility","29",11,85,12,10,1,5,"trial_11_diff_2_index_5"
36,"responsibility","42",12,30,12,10,1,6,"trial_12_diff_2_index_6"
36,"responsibility","15",13,47,12,9,2,1,"trial_13_diff_3_index_1"
36,"responsibility","40",14,51,13,10,2,2,"trial_14_diff_3_index_2"
36,"responsibility","14",15,71,13,10,2,3,"trial_15_diff_3_index_3"
36,"responsibility","2",16,21,15,12,2,4,"trial_16_diff_3_index_4"
36,"responsibility","23",17,26,16,13,2,5,"trial_17_diff_3_index_5"
36,"responsibility","31",18,79,19,16,2,6,"trial_18_diff_3_index_6"
36,"responsibility","9",19,100,9,5,3,1,"trial_19_diff_4_index_1"
36,"responsibility","37",20,19,15,11,3,2,"trial_20_diff_4_index_2"
36,"responsibility","19",21,87,16,12,3,3,"trial_21_diff_4_index_3"
36,"responsibility","18",22,72,17,13,3,4,"trial_22_diff_4_index_4"
36,"responsibility","28",23,77,19,15,3,5,"trial_23_diff_4_index_5"
36,"responsibility","41",24,15,20,16,3,6,"trial_24_diff_4_index_6"
36,"responsibility","20",25,100,9,4,4,1,"trial_25_diff_5_index_1"
36,"responsibility","38",26,45,14,9,4,2,"trial_26_diff_5_index_2"
36,"responsibility","34",27,95,14,9,4,3,"trial_27_diff_5_index_3"
36,"responsibility","13",28,33,15,10,4,4,"trial_28_diff_5_index_4"
36,"responsibility","12",29,36,15,10,4,5,"trial_29_diff_5_index_5"
36,"responsibility","36",30,81,17,12,4,6,"trial_30_diff_5_index_6"
36,"responsibility","35",31,99,14,8,5,1,"trial_31_diff_6_index_1"
36,"responsibility","21",32,83,14,8,5,2,"trial_32_diff_6_index_2"
36,"responsibility","17",33,37,15,9,5,3,"trial_33_diff_6_index_3"
36,"responsibility","33",34,93,16,10,5,4,"trial_34_diff_6_index_4"
36,"responsibility","27",35,45,18,12,5,5,"trial_35_diff_6_index_5"
36,"responsibility","32",36,71,19,13,5,6,"trial_36_diff_6_index_6"
36,"responsibility","16",37,76,14,7,6,1,"trial_37_diff_7_index_1"
36,"responsibility","6",38,93,14,7,6,2,"trial_38_diff_7_index_2"
36,"responsibility","1",39,93,15,8,6,3,"trial_39_diff_7_index_3"
36,"responsibility","11",40,48,16,9,6,4,"trial_40_diff_7_index_4"
36,"responsibility","24",41,31,16,9,6,5,"trial_41_diff_7_index_5"
36,"responsibility","30",42,89,16,9,6,6,"trial_42_diff_7_index_6"
37,"prediction","37",1,1,8,7,0,1,"trial_1_diff_1_index_1"
37,"prediction","31",2,1,8,7,0,2,"trial_2_diff_1_index_2"
37,"prediction","41",3,4,9,8,0,3,"trial_3_diff_1_index_3"
37,"prediction","27",4,1,10,9,0,4,"trial_4_diff_1_index_4"
37,"prediction","30",5,0,13,12,0,5,"trial_5_diff_1_index_5"
37,"prediction","33",6,2,13,12,0,6,"trial_6_diff_1_index_6"
37,"prediction","9",7,1,7,5,1,1,"trial_7_diff_2_index_1"
37,"prediction","8",8,1,8,6,1,2,"trial_8_diff_2_index_2"
37,"prediction","25",9,1,10,8,1,3,"trial_9_diff_2_index_3"
37,"prediction","12",10,4,12,10,1,4,"trial_10_diff_2_index_4"
37,"prediction","24",11,3,12,10,1,5,"trial_11_diff_2_index_5"
37,"prediction","7",12,2,12,10,1,6,"trial_12_diff_2_index_6"
37,"prediction","28",13,1,12,9,2,1,"trial_13_diff_3_index_1"
37,"prediction","40",14,3,13,10,2,2,"trial_14_diff_3_index_2"
37,"prediction","5",15,7,13,10,2,3,"trial_15_diff_3_index_3"
37,"prediction","34",16,3,15,12,2,4,"trial_16_diff_3_index_4"
37,"prediction","32",17,3,16,13,2,5,"trial_17_diff_3_index_5"
37,"prediction","36",18,4,19,16,2,6,"trial_18_diff_3_index_6"
37,"prediction","6",19,5,9,5,3,1,"trial_19_diff_4_index_1"
37,"prediction","13",20,3,15,11,3,2,"trial_20_diff_4_index_2"
37,"prediction","38",21,6,16,12,3,3,"trial_21_diff_4_index_3"
37,"prediction","20",22,7,17,13,3,4,"trial_22_diff_4_index_4"
37,"prediction","16",23,6,19,15,3,5,"trial_23_diff_4_index_5"
37,"prediction","17",24,5,20,16,3,6,"trial_24_diff_4_index_6"
37,"prediction","26",25,0,9,4,4,1,"trial_25_diff_5_index_1"
37,"prediction","3",26,1,14,9,4,2,"trial_26_diff_5_index_2"
37,"prediction","22",27,4,14,9,4,3,"trial_27_diff_5_index_3"
37,"prediction","15",28,3,15,10,4,4,"trial_28_diff_5_index_4"
37,"prediction","42",29,7,15,10,4,5,"trial_29_diff_5_index_5"
37,"prediction","4",30,0,17,12,4,6,"trial_30_diff_5_index_6"
37,"prediction","2",31,8,14,8,5,1,"trial_31_diff_6_index_1"
37,"prediction","19",32,0,14,8,5,2,"trial_32_diff_6_index_2"
37,"prediction","21",33,5,15,9,5,3,"trial_33_diff_6_index_3"
37,"prediction","10",34,6,16,10,5,4,"trial_34_diff_6_index_4"
37,"prediction","29",35,2,18,12,5,5,"trial_35_diff_6_index_5"
37,"prediction","35",36,4,19,13,5,6,"trial_36_diff_6_index_6"
37,"prediction","39",37,7,14,7,6,1,"trial_37_diff_7_index_1"
37,"prediction","18",38,6,14,7,6,2,"trial_38_diff_7_index_2"
37,"prediction","1",39,7,15,8,6,3,"trial_39_diff_7_index_3"
37,"prediction","11",40,0,16,9,6,4,"trial_40_diff_7_index_4"
37,"prediction","14",41,0,16,9,6,5,"trial_41_diff_7_index_5"
37,"prediction","23",42,6,16,9,6,6,"trial_42_diff_7_index_6"
38,"responsibility","3",1,5,8,7,0,1,"trial_1_diff_1_index_1"
38,"responsibility","22",2,37,8,7,0,2,"trial_2_diff_1_index_2"
38,"responsibility","9",3,58,9,8,0,3,"trial_3_diff_1_index_3"
38,"responsibility","33",4,26,10,9,0,4,"trial_4_diff_1_index_4"
38,"responsibility","14",5,0,13,12,0,5,"trial_5_diff_1_index_5"
38,"responsibility","38",6,64,13,12,0,6,"trial_6_diff_1_index_6"
38,"responsibility","24",7,37,7,5,1,1,"trial_7_diff_2_index_1"
38,"responsibility","32",8,55,8,6,1,2,"trial_8_diff_2_index_2"
38,"responsibility","5",9,53,10,8,1,3,"trial_9_diff_2_index_3"
38,"responsibility","21",10,68,12,10,1,4,"trial_10_diff_2_index_4"
38,"responsibility","41",11,78,12,10,1,5,"trial_11_diff_2_index_5"
38,"responsibility","29",12,23,12,10,1,6,"trial_12_diff_2_index_6"
38,"responsibility","40",13,28,12,9,2,1,"trial_13_diff_3_index_1"
38,"responsibility","34",14,63,13,10,2,2,"trial_14_diff_3_index_2"
38,"responsibility","18",15,64,13,10,2,3,"trial_15_diff_3_index_3"
38,"responsibility","25",16,70,15,12,2,4,"trial_16_diff_3_index_4"
38,"responsibility","30",17,56,16,13,2,5,"trial_17_diff_3_index_5"
38,"responsibility","10",18,100,19,16,2,6,"trial_18_diff_3_index_6"
38,"responsibility","37",19,96,9,5,3,1,"trial_19_diff_4_index_1"
38,"responsibility","6",20,60,15,11,3,2,"trial_20_diff_4_index_2"
38,"responsibility","42",21,36,16,12,3,3,"trial_21_diff_4_index_3"
38,"responsibility","31",22,60,17,13,3,4,"trial_22_diff_4_index_4"
38,"responsibility","16",23,93,19,15,3,5,"trial_23_diff_4_index_5"
38,"responsibility","19",24,86,20,16,3,6,"trial_24_diff_4_index_6"
38,"responsibility","8",25,64,9,4,4,1,"trial_25_diff_5_index_1"
38,"responsibility","26",26,42,14,9,4,2,"trial_26_diff_5_index_2"
38,"responsibility","12",27,100,14,9,4,3,"trial_27_diff_5_index_3"
38,"responsibility","36",28,76,15,10,4,4,"trial_28_diff_5_index_4"
38,"responsibility","15",29,52,15,10,4,5,"trial_29_diff_5_index_5"
38,"responsibility","35",30,71,17,12,4,6,"trial_30_diff_5_index_6"
38,"responsibility","7",31,96,14,8,5,1,"trial_31_diff_6_index_1"
38,"responsibility","39",32,83,14,8,5,2,"trial_32_diff_6_index_2"
38,"responsibility","2",33,81,15,9,5,3,"trial_33_diff_6_index_3"
38,"responsibility","28",34,86,16,10,5,4,"trial_34_diff_6_index_4"
38,"responsibility","1",35,11,18,12,5,5,"trial_35_diff_6_index_5"
38,"responsibility","27",36,57,19,13,5,6,"trial_36_diff_6_index_6"
38,"responsibility","4",37,92,14,7,6,1,"trial_37_diff_7_index_1"
38,"responsibility","23",38,87,14,7,6,2,"trial_38_diff_7_index_2"
38,"responsibility","11",39,73,15,8,6,3,"trial_39_diff_7_index_3"
38,"responsibility","20",40,84,16,9,6,4,"trial_40_diff_7_index_4"
38,"responsibility","17",41,20,16,9,6,5,"trial_41_diff_7_index_5"
38,"responsibility","13",42,63,16,9,6,6,"trial_42_diff_7_index_6"
39,"responsibility","30",1,43,8,7,0,1,"trial_1_diff_1_index_1"
39,"responsibility","27",2,29,8,7,0,2,"trial_2_diff_1_index_2"
39,"responsibility","25",3,42,9,8,0,3,"trial_3_diff_1_index_3"
39,"responsibility","18",4,46,10,9,0,4,"trial_4_diff_1_index_4"
39,"responsibility","1",5,0,13,12,0,5,"trial_5_diff_1_index_5"
39,"responsibility","11",6,87,13,12,0,6,"trial_6_diff_1_index_6"
39,"responsibility","2",7,100,7,5,1,1,"trial_7_diff_2_index_1"
39,"responsibility","31",8,67,8,6,1,2,"trial_8_diff_2_index_2"
39,"responsibility","6",9,72,10,8,1,3,"trial_9_diff_2_index_3"
39,"responsibility","37",10,68,12,10,1,4,"trial_10_diff_2_index_4"
39,"responsibility","40",11,45,12,10,1,5,"trial_11_diff_2_index_5"
39,"responsibility","22",12,36,12,10,1,6,"trial_12_diff_2_index_6"
39,"responsibility","33",13,48,12,9,2,1,"trial_13_diff_3_index_1"
39,"responsibility","13",14,77,13,10,2,2,"trial_14_diff_3_index_2"
39,"responsibility","16",15,74,13,10,2,3,"trial_15_diff_3_index_3"
39,"responsibility","3",16,99,15,12,2,4,"trial_16_diff_3_index_4"
39,"responsibility","21",17,26,16,13,2,5,"trial_17_diff_3_index_5"
39,"responsibility","42",18,54,19,16,2,6,"trial_18_diff_3_index_6"
39,"responsibility","8",19,90,9,5,3,1,"trial_19_diff_4_index_1"
39,"responsibility","41",20,18,15,11,3,2,"trial_20_diff_4_index_2"
39,"responsibility","15",21,92,16,12,3,3,"trial_21_diff_4_index_3"
39,"responsibility","23",22,94,17,13,3,4,"trial_22_diff_4_index_4"
39,"responsibility","38",23,92,19,15,3,5,"trial_23_diff_4_index_5"
39,"responsibility","20",24,52,20,16,3,6,"trial_24_diff_4_index_6"
39,"responsibility","5",25,93,9,4,4,1,"trial_25_diff_5_index_1"
39,"responsibility","26",26,27,14,9,4,2,"trial_26_diff_5_index_2"
39,"responsibility","36",27,91,14,9,4,3,"trial_27_diff_5_index_3"
39,"responsibility","7",28,77,15,10,4,4,"trial_28_diff_5_index_4"
39,"responsibility","19",29,23,15,10,4,5,"trial_29_diff_5_index_5"
39,"responsibility","12",30,90,17,12,4,6,"trial_30_diff_5_index_6"
39,"responsibility","28",31,79,14,8,5,1,"trial_31_diff_6_index_1"
39,"responsibility","32",32,63,14,8,5,2,"trial_32_diff_6_index_2"
39,"responsibility","10",33,80,15,9,5,3,"trial_33_diff_6_index_3"
39,"responsibility","24",34,37,16,10,5,4,"trial_34_diff_6_index_4"
39,"responsibility","29",35,17,18,12,5,5,"trial_35_diff_6_index_5"
39,"responsibility","9",36,73,19,13,5,6,"trial_36_diff_6_index_6"
39,"responsibility","17",37,63,14,7,6,1,"trial_37_diff_7_index_1"
39,"responsibility","34",38,66,14,7,6,2,"trial_38_diff_7_index_2"
39,"responsibility","39",39,60,15,8,6,3,"trial_39_diff_7_index_3"
39,"responsibility","4",40,93,16,9,6,4,"trial_40_diff_7_index_4"
39,"responsibility","14",41,41,16,9,6,5,"trial_41_diff_7_index_5"
39,"responsibility","35",42,61,16,9,6,6,"trial_42_diff_7_index_6"
40,"prediction","38",1,1,8,7,0,1,"trial_1_diff_1_index_1"
40,"prediction","19",2,1,8,7,0,2,"trial_2_diff_1_index_2"
40,"prediction","27",3,1,9,8,0,3,"trial_3_diff_1_index_3"
40,"prediction","28",4,1,10,9,0,4,"trial_4_diff_1_index_4"
40,"prediction","6",5,0,13,12,0,5,"trial_5_diff_1_index_5"
40,"prediction","37",6,5,13,12,0,6,"trial_6_diff_1_index_6"
40,"prediction","8",7,3,7,5,1,1,"trial_7_diff_2_index_1"
40,"prediction","18",8,3,8,6,1,2,"trial_8_diff_2_index_2"
40,"prediction","30",9,8,10,8,1,3,"trial_9_diff_2_index_3"
40,"prediction","7",10,3,12,10,1,4,"trial_10_diff_2_index_4"
40,"prediction","9",11,2,12,10,1,5,"trial_11_diff_2_index_5"
40,"prediction","10",12,3,12,10,1,6,"trial_12_diff_2_index_6"
40,"prediction","5",13,4,12,9,2,1,"trial_13_diff_3_index_1"
40,"prediction","22",14,3,13,10,2,2,"trial_14_diff_3_index_2"
40,"prediction","13",15,6,13,10,2,3,"trial_15_diff_3_index_3"
40,"prediction","23",16,3,15,12,2,4,"trial_16_diff_3_index_4"
40,"prediction","34",17,1,16,13,2,5,"trial_17_diff_3_index_5"
40,"prediction","11",18,4,19,16,2,6,"trial_18_diff_3_index_6"
40,"prediction","1",19,6,9,5,3,1,"trial_19_diff_4_index_1"
40,"prediction","16",20,5,15,11,3,2,"trial_20_diff_4_index_2"
40,"prediction","42",21,9,16,12,3,3,"trial_21_diff_4_index_3"
40,"prediction","33",22,6,17,13,3,4,"trial_22_diff_4_index_4"
40,"prediction","31",23,6,19,15,3,5,"trial_23_diff_4_index_5"
40,"prediction","4",24,5,20,16,3,6,"trial_24_diff_4_index_6"
40,"prediction","40",25,5,9,4,4,1,"trial_25_diff_5_index_1"
40,"prediction","32",26,2,14,9,4,2,"trial_26_diff_5_index_2"
40,"prediction","25",27,11,14,9,4,3,"trial_27_diff_5_index_3"
40,"prediction","29",28,2,15,10,4,4,"trial_28_diff_5_index_4"
40,"prediction","17",29,4,15,10,4,5,"trial_29_diff_5_index_5"
40,"prediction","39",30,7,17,12,4,6,"trial_30_diff_5_index_6"
40,"prediction","2",31,3,14,8,5,1,"trial_31_diff_6_index_1"
40,"prediction","3",32,5,14,8,5,2,"trial_32_diff_6_index_2"
40,"prediction","20",33,5,15,9,5,3,"trial_33_diff_6_index_3"
40,"prediction","12",34,1,16,10,5,4,"trial_34_diff_6_index_4"
40,"prediction","36",35,2,18,12,5,5,"trial_35_diff_6_index_5"
40,"prediction","26",36,7,19,13,5,6,"trial_36_diff_6_index_6"
40,"prediction","35",37,6,14,7,6,1,"trial_37_diff_7_index_1"
40,"prediction","21",38,6,14,7,6,2,"trial_38_diff_7_index_2"
40,"prediction","24",39,3,15,8,6,3,"trial_39_diff_7_index_3"
40,"prediction","41",40,4,16,9,6,4,"trial_40_diff_7_index_4"
40,"prediction","15",41,4,16,9,6,5,"trial_41_diff_7_index_5"
40,"prediction","14",42,6,16,9,6,6,"trial_42_diff_7_index_6"
41,"responsibility","9",1,0,8,7,0,1,"trial_1_diff_1_index_1"
41,"responsibility","2",2,0,8,7,0,2,"trial_2_diff_1_index_2"
41,"responsibility","26",3,4,9,8,0,3,"trial_3_diff_1_index_3"
41,"responsibility","13",4,0,10,9,0,4,"trial_4_diff_1_index_4"
41,"responsibility","20",5,0,13,12,0,5,"trial_5_diff_1_index_5"
41,"responsibility","38",6,26,13,12,0,6,"trial_6_diff_1_index_6"
41,"responsibility","6",7,8,7,5,1,1,"trial_7_diff_2_index_1"
41,"responsibility","5",8,39,8,6,1,2,"trial_8_diff_2_index_2"
41,"responsibility","25",9,6,10,8,1,3,"trial_9_diff_2_index_3"
41,"responsibility","10",10,10,12,10,1,4,"trial_10_diff_2_index_4"
41,"responsibility","41",11,22,12,10,1,5,"trial_11_diff_2_index_5"
41,"responsibility","16",12,4,12,10,1,6,"trial_12_diff_2_index_6"
41,"responsibility","37",13,9,12,9,2,1,"trial_13_diff_3_index_1"
41,"responsibility","19",14,18,13,10,2,2,"trial_14_diff_3_index_2"
41,"responsibility","22",15,48,13,10,2,3,"trial_15_diff_3_index_3"
41,"responsibility","14",16,29,15,12,2,4,"trial_16_diff_3_index_4"
41,"responsibility","7",17,7,16,13,2,5,"trial_17_diff_3_index_5"
41,"responsibility","31",18,18,19,16,2,6,"trial_18_diff_3_index_6"
41,"responsibility","30",19,85,9,5,3,1,"trial_19_diff_4_index_1"
41,"responsibility","18",20,5,15,11,3,2,"trial_20_diff_4_index_2"
41,"responsibility","27",21,38,16,12,3,3,"trial_21_diff_4_index_3"
41,"responsibility","12",22,72,17,13,3,4,"trial_22_diff_4_index_4"
41,"responsibility","15",23,62,19,15,3,5,"trial_23_diff_4_index_5"
41,"responsibility","33",24,54,20,16,3,6,"trial_24_diff_4_index_6"
41,"responsibility","39",25,62,9,4,4,1,"trial_25_diff_5_index_1"
41,"responsibility","24",26,30,14,9,4,2,"trial_26_diff_5_index_2"
41,"responsibility","28",27,62,14,9,4,3,"trial_27_diff_5_index_3"
41,"responsibility","3",28,15,15,10,4,4,"trial_28_diff_5_index_4"
41,"responsibility","21",29,16,15,10,4,5,"trial_29_diff_5_index_5"
41,"responsibility","34",30,18,17,12,4,6,"trial_30_diff_5_index_6"
41,"responsibility","32",31,73,14,8,5,1,"trial_31_diff_6_index_1"
41,"responsibility","42",32,54,14,8,5,2,"trial_32_diff_6_index_2"
41,"responsibility","35",33,18,15,9,5,3,"trial_33_diff_6_index_3"
41,"responsibility","23",34,83,16,10,5,4,"trial_34_diff_6_index_4"
41,"responsibility","40",35,24,18,12,5,5,"trial_35_diff_6_index_5"
41,"responsibility","11",36,54,19,13,5,6,"trial_36_diff_6_index_6"
41,"responsibility","17",37,28,14,7,6,1,"trial_37_diff_7_index_1"
41,"responsibility","1",38,10,14,7,6,2,"trial_38_diff_7_index_2"
41,"responsibility","4",39,56,15,8,6,3,"trial_39_diff_7_index_3"
41,"responsibility","8",40,24,16,9,6,4,"trial_40_diff_7_index_4"
41,"responsibility","29",41,32,16,9,6,5,"trial_41_diff_7_index_5"
41,"responsibility","36",42,69,16,9,6,6,"trial_42_diff_7_index_6"
42,"prediction","6",1,1,8,7,0,1,"trial_1_diff_1_index_1"
42,"prediction","17",2,1,8,7,0,2,"trial_2_diff_1_index_2"
42,"prediction","3",3,0,9,8,0,3,"trial_3_diff_1_index_3"
42,"prediction","31",4,0,10,9,0,4,"trial_4_diff_1_index_4"
42,"prediction","7",5,0,13,12,0,5,"trial_5_diff_1_index_5"
42,"prediction","26",6,4,13,12,0,6,"trial_6_diff_1_index_6"
42,"prediction","12",7,1,7,5,1,1,"trial_7_diff_2_index_1"
42,"prediction","20",8,2,8,6,1,2,"trial_8_diff_2_index_2"
42,"prediction","22",9,3,10,8,1,3,"trial_9_diff_2_index_3"
42,"prediction","24",10,4,12,10,1,4,"trial_10_diff_2_index_4"
42,"prediction","21",11,3,12,10,1,5,"trial_11_diff_2_index_5"
42,"prediction","8",12,1,12,10,1,6,"trial_12_diff_2_index_6"
42,"prediction","34",13,2,12,9,2,1,"trial_13_diff_3_index_1"
42,"prediction","2",14,2,13,10,2,2,"trial_14_diff_3_index_2"
42,"prediction","11",15,5,13,10,2,3,"trial_15_diff_3_index_3"
42,"prediction","41",16,3,15,12,2,4,"trial_16_diff_3_index_4"
42,"prediction","14",17,2,16,13,2,5,"trial_17_diff_3_index_5"
42,"prediction","33",18,5,19,16,2,6,"trial_18_diff_3_index_6"
42,"prediction","38",19,4,9,5,3,1,"trial_19_diff_4_index_1"
42,"prediction","35",20,2,15,11,3,2,"trial_20_diff_4_index_2"
42,"prediction","25",21,6,16,12,3,3,"trial_21_diff_4_index_3"
42,"prediction","9",22,7,17,13,3,4,"trial_22_diff_4_index_4"
42,"prediction","39",23,7,19,15,3,5,"trial_23_diff_4_index_5"
42,"prediction","4",24,5,20,16,3,6,"trial_24_diff_4_index_6"
42,"prediction","13",25,2,9,4,4,1,"trial_25_diff_5_index_1"
42,"prediction","23",26,2,14,9,4,2,"trial_26_diff_5_index_2"
42,"prediction","29",27,6,14,9,4,3,"trial_27_diff_5_index_3"
42,"prediction","27",28,2,15,10,4,4,"trial_28_diff_5_index_4"
42,"prediction","5",29,6,15,10,4,5,"trial_29_diff_5_index_5"
42,"prediction","18",30,6,17,12,4,6,"trial_30_diff_5_index_6"
42,"prediction","28",31,7,14,8,5,1,"trial_31_diff_6_index_1"
42,"prediction","16",32,5,14,8,5,2,"trial_32_diff_6_index_2"
42,"prediction","40",33,4,15,9,5,3,"trial_33_diff_6_index_3"
42,"prediction","10",34,9,16,10,5,4,"trial_34_diff_6_index_4"
42,"prediction","42",35,6,18,12,5,5,"trial_35_diff_6_index_5"
42,"prediction","32",36,8,19,13,5,6,"trial_36_diff_6_index_6"
42,"prediction","36",37,5,14,7,6,1,"trial_37_diff_7_index_1"
42,"prediction","19",38,7,14,7,6,2,"trial_38_diff_7_index_2"
42,"prediction","30",39,8,15,8,6,3,"trial_39_diff_7_index_3"
42,"prediction","37",40,7,16,9,6,4,"trial_40_diff_7_index_4"
42,"prediction","15",41,5,16,9,6,5,"trial_41_diff_7_index_5"
42,"prediction","1",42,6,16,9,6,6,"trial_42_diff_7_index_6"
43,"prediction","23",1,1,8,7,0,1,"trial_1_diff_1_index_1"
43,"prediction","35",2,2,8,7,0,2,"trial_2_diff_1_index_2"
43,"prediction","12",3,5,9,8,0,3,"trial_3_diff_1_index_3"
43,"prediction","40",4,3,10,9,0,4,"trial_4_diff_1_index_4"
43,"prediction","5",5,0,13,12,0,5,"trial_5_diff_1_index_5"
43,"prediction","24",6,5,13,12,0,6,"trial_6_diff_1_index_6"
43,"prediction","6",7,3,7,5,1,1,"trial_7_diff_2_index_1"
43,"prediction","8",8,3,8,6,1,2,"trial_8_diff_2_index_2"
43,"prediction","17",9,3,10,8,1,3,"trial_9_diff_2_index_3"
43,"prediction","27",10,3,12,10,1,4,"trial_10_diff_2_index_4"
43,"prediction","13",11,0,12,10,1,5,"trial_11_diff_2_index_5"
43,"prediction","38",12,2,12,10,1,6,"trial_12_diff_2_index_6"
43,"prediction","7",13,2,12,9,2,1,"trial_13_diff_3_index_1"
43,"prediction","36",14,3,13,10,2,2,"trial_14_diff_3_index_2"
43,"prediction","15",15,6,13,10,2,3,"trial_15_diff_3_index_3"
43,"prediction","14",16,3,15,12,2,4,"trial_16_diff_3_index_4"
43,"prediction","28",17,0,16,13,2,5,"trial_17_diff_3_index_5"
43,"prediction","42",18,4,19,16,2,6,"trial_18_diff_3_index_6"
43,"prediction","1",19,4,9,5,3,1,"trial_19_diff_4_index_1"
43,"prediction","37",20,6,15,11,3,2,"trial_20_diff_4_index_2"
43,"prediction","21",21,6,16,12,3,3,"trial_21_diff_4_index_3"
43,"prediction","30",22,7,17,13,3,4,"trial_22_diff_4_index_4"
43,"prediction","18",23,6,19,15,3,5,"trial_23_diff_4_index_5"
43,"prediction","4",24,5,20,16,3,6,"trial_24_diff_4_index_6"
43,"prediction","20",25,5,9,4,4,1,"trial_25_diff_5_index_1"
43,"prediction","34",26,9,14,9,4,2,"trial_26_diff_5_index_2"
43,"prediction","29",27,10,14,9,4,3,"trial_27_diff_5_index_3"
43,"prediction","22",28,0,15,10,4,4,"trial_28_diff_5_index_4"
43,"prediction","10",29,8,15,10,4,5,"trial_29_diff_5_index_5"
43,"prediction","11",30,7,17,12,4,6,"trial_30_diff_5_index_6"
43,"prediction","3",31,6,14,8,5,1,"trial_31_diff_6_index_1"
43,"prediction","33",32,5,14,8,5,2,"trial_32_diff_6_index_2"
43,"prediction","9",33,5,15,9,5,3,"trial_33_diff_6_index_3"
43,"prediction","25",34,1,16,10,5,4,"trial_34_diff_6_index_4"
43,"prediction","41",35,10,18,12,5,5,"trial_35_diff_6_index_5"
43,"prediction","16",36,5,19,13,5,6,"trial_36_diff_6_index_6"
43,"prediction","19",37,6,14,7,6,1,"trial_37_diff_7_index_1"
43,"prediction","26",38,9,14,7,6,2,"trial_38_diff_7_index_2"
43,"prediction","32",39,9,15,8,6,3,"trial_39_diff_7_index_3"
43,"prediction","39",40,9,16,9,6,4,"trial_40_diff_7_index_4"
43,"prediction","31",41,10,16,9,6,5,"trial_41_diff_7_index_5"
43,"prediction","2",42,7,16,9,6,6,"trial_42_diff_7_index_6"
44,"responsibility","28",1,22,8,7,0,1,"trial_1_diff_1_index_1"
44,"responsibility","12",2,30,8,7,0,2,"trial_2_diff_1_index_2"
44,"responsibility","40",3,31,9,8,0,3,"trial_3_diff_1_index_3"
44,"responsibility","17",4,26,10,9,0,4,"trial_4_diff_1_index_4"
44,"responsibility","25",5,12,13,12,0,5,"trial_5_diff_1_index_5"
44,"responsibility","20",6,61,13,12,0,6,"trial_6_diff_1_index_6"
44,"responsibility","26",7,72,7,5,1,1,"trial_7_diff_2_index_1"
44,"responsibility","22",8,75,8,6,1,2,"trial_8_diff_2_index_2"
44,"responsibility","2",9,2,10,8,1,3,"trial_9_diff_2_index_3"
44,"responsibility","27",10,62,12,10,1,4,"trial_10_diff_2_index_4"
44,"responsibility","1",11,0,12,10,1,5,"trial_11_diff_2_index_5"
44,"responsibility","3",12,1,12,10,1,6,"trial_12_diff_2_index_6"
44,"responsibility","41",13,36,12,9,2,1,"trial_13_diff_3_index_1"
44,"responsibility","31",14,43,13,10,2,2,"trial_14_diff_3_index_2"
